Epoch[1/1000] Learning-rate: 8e-05, Loss-Train: 631.0129, Loss-Test: 653.0325, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[164/1000] Learning-rate: 8e-05, Loss-Train: 3.4728, Loss-Test: 3.7042, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0440
Epoch[165/1000] Learning-rate: 8e-05, Loss-Train: 3.4657, Loss-Test: 3.6898, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0440
Epoch[166/1000] Learning-rate: 8e-05, Loss-Train: 3.4550, Loss-Test: 3.6528, Best-Accuracy-Train: 0.0333, Best-Accuracy-Test: 0.0240
Epoch[167/1000] Learning-rate: 8e-05, Loss-Train: 3.4550, Loss-Test: 3.6466, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0240
Epoch[168/1000] Learning-rate: 8e-05, Loss-Train: 3.4305, Loss-Test: 3.6116, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0400
Epoch[169/1000] Learning-rate: 8e-05, Loss-Train: 3.3683, Loss-Test: 3.6138, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0280
Epoch[170/1000] Learning-rate: 8e-05, Loss-Train: 3.3775, Loss-Test: 3.5736, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0360
Epoch[171/1000] Learning-rate: 8e-05, Loss-Train: 3.3452, Loss-Test: 3.5544, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0360
Epoch[172/1000] Learning-rate: 8e-05, Loss-Train: 3.3823, Loss-Test: 3.5812, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0400
Epoch[173/1000] Learning-rate: 8e-05, Loss-Train: 3.3518, Loss-Test: 3.5300, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0360
Epoch[174/1000] Learning-rate: 8e-05, Loss-Train: 3.3261, Loss-Test: 3.5264, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0320
Epoch[175/1000] Learning-rate: 8e-05, Loss-Train: 3.2678, Loss-Test: 3.5140, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0360
Epoch[176/1000] Learning-rate: 8e-05, Loss-Train: 3.2528, Loss-Test: 3.5095, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0240
Epoch[177/1000] Learning-rate: 8e-05, Loss-Train: 3.2562, Loss-Test: 3.4679, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0280
Epoch[178/1000] Learning-rate: 8e-05, Loss-Train: 3.2221, Loss-Test: 3.4559, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0240
Epoch[179/1000] Learning-rate: 8e-05, Loss-Train: 3.1926, Loss-Test: 3.4586, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0320
Epoch[180/1000] Learning-rate: 8e-05, Loss-Train: 3.2075, Loss-Test: 3.4027, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0320
Epoch[181/1000] Learning-rate: 8e-05, Loss-Train: 3.1855, Loss-Test: 3.4060, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0200
Epoch[182/1000] Learning-rate: 8e-05, Loss-Train: 3.1600, Loss-Test: 3.3708, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0240
Epoch[183/1000] Learning-rate: 8e-05, Loss-Train: 3.1589, Loss-Test: 3.3636, Best-Accuracy-Train: 0.0333, Best-Accuracy-Test: 0.0360
Epoch[184/1000] Learning-rate: 8e-05, Loss-Train: 3.1288, Loss-Test: 3.3694, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0240
Epoch[185/1000] Learning-rate: 8e-05, Loss-Train: 3.1386, Loss-Test: 3.3707, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0280
Epoch[186/1000] Learning-rate: 8e-05, Loss-Train: 3.0983, Loss-Test: 3.3313, Best-Accuracy-Train: 0.0373, Best-Accuracy-Test: 0.0280
Epoch[187/1000] Learning-rate: 8e-05, Loss-Train: 3.0859, Loss-Test: 3.3258, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0240
Epoch[188/1000] Learning-rate: 8e-05, Loss-Train: 3.0938, Loss-Test: 3.3202, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0320
Epoch[189/1000] Learning-rate: 8e-05, Loss-Train: 3.0658, Loss-Test: 3.2917, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0240
Epoch[190/1000] Learning-rate: 8e-05, Loss-Train: 3.0226, Loss-Test: 3.2695, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0160
Epoch[191/1000] Learning-rate: 8e-05, Loss-Train: 3.0738, Loss-Test: 3.2458, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0200
Epoch[192/1000] Learning-rate: 8e-05, Loss-Train: 3.0020, Loss-Test: 3.2308, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0200
Epoch[193/1000] Learning-rate: 8e-05, Loss-Train: 2.9897, Loss-Test: 3.2133, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0240
Epoch[194/1000] Learning-rate: 8e-05, Loss-Train: 2.9942, Loss-Test: 3.2095, Best-Accuracy-Train: 0.0400, Best-Accuracy-Test: 0.0280
Epoch[195/1000] Learning-rate: 8e-05, Loss-Train: 2.9649, Loss-Test: 3.1703, Best-Accuracy-Train: 0.0333, Best-Accuracy-Test: 0.0240
Epoch[196/1000] Learning-rate: 8e-05, Loss-Train: 2.9537, Loss-Test: 3.1953, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0320
Epoch[197/1000] Learning-rate: 8e-05, Loss-Train: 2.9414, Loss-Test: 3.1776, Best-Accuracy-Train: 0.0360, Best-Accuracy-Test: 0.0280
Epoch[198/1000] Learning-rate: 8e-05, Loss-Train: 2.9241, Loss-Test: 3.1606, Best-Accuracy-Train: 0.0333, Best-Accuracy-Test: 0.0360
Epoch[199/1000] Learning-rate: 8e-05, Loss-Train: 2.9231, Loss-Test: 3.1216, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0200
Epoch[200/1000] Learning-rate: 8e-05, Loss-Train: 2.9352, Loss-Test: 3.1382, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0360
Epoch[201/1000] Learning-rate: 8e-05, Loss-Train: 2.8962, Loss-Test: 3.1115, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0280
Epoch[202/1000] Learning-rate: 8e-05, Loss-Train: 2.8788, Loss-Test: 3.0910, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0240
Epoch[203/1000] Learning-rate: 8e-05, Loss-Train: 2.9085, Loss-Test: 3.0928, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0280
Epoch[204/1000] Learning-rate: 8e-05, Loss-Train: 2.8673, Loss-Test: 3.0797, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0280
Epoch[205/1000] Learning-rate: 8e-05, Loss-Train: 2.8267, Loss-Test: 3.0757, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0320
Epoch[206/1000] Learning-rate: 8e-05, Loss-Train: 2.8362, Loss-Test: 3.0297, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0280
Epoch[207/1000] Learning-rate: 8e-05, Loss-Train: 2.8363, Loss-Test: 3.0373, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0240
Epoch[208/1000] Learning-rate: 8e-05, Loss-Train: 2.8190, Loss-Test: 3.0326, Best-Accuracy-Train: 0.0333, Best-Accuracy-Test: 0.0400
Epoch[209/1000] Learning-rate: 8e-05, Loss-Train: 2.8095, Loss-Test: 3.0034, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0200
Epoch[210/1000] Learning-rate: 8e-05, Loss-Train: 2.7747, Loss-Test: 3.0135, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0320
Epoch[211/1000] Learning-rate: 8e-05, Loss-Train: 2.7766, Loss-Test: 2.9918, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0200
Epoch[212/1000] Learning-rate: 8e-05, Loss-Train: 2.7713, Loss-Test: 2.9787, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0320
Epoch[213/1000] Learning-rate: 8e-05, Loss-Train: 2.7564, Loss-Test: 2.9544, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0120
Epoch[214/1000] Learning-rate: 8e-05, Loss-Train: 2.7832, Loss-Test: 2.9423, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0200
Epoch[215/1000] Learning-rate: 8e-05, Loss-Train: 2.7143, Loss-Test: 2.9309, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0280
Epoch[216/1000] Learning-rate: 8e-05, Loss-Train: 2.7382, Loss-Test: 2.9426, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0200
Epoch[217/1000] Learning-rate: 8e-05, Loss-Train: 2.7162, Loss-Test: 2.9091, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0080
Epoch[218/1000] Learning-rate: 8e-05, Loss-Train: 2.7093, Loss-Test: 2.8911, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0200
Epoch[219/1000] Learning-rate: 8e-05, Loss-Train: 2.6624, Loss-Test: 2.8975, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0200
Epoch[220/1000] Learning-rate: 8e-05, Loss-Train: 2.6485, Loss-Test: 2.8770, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0160
Epoch[221/1000] Learning-rate: 8e-05, Loss-Train: 2.6790, Loss-Test: 2.8902, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0240
Epoch[222/1000] Learning-rate: 8e-05, Loss-Train: 2.6627, Loss-Test: 2.8519, Best-Accuracy-Train: 0.0333, Best-Accuracy-Test: 0.0120
Epoch[223/1000] Learning-rate: 8e-05, Loss-Train: 2.6333, Loss-Test: 2.8600, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0160
Epoch[224/1000] Learning-rate: 8e-05, Loss-Train: 2.6168, Loss-Test: 2.8350, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0280
Epoch[225/1000] Learning-rate: 8e-05, Loss-Train: 2.5902, Loss-Test: 2.8206, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0240
Epoch[226/1000] Learning-rate: 8e-05, Loss-Train: 2.6326, Loss-Test: 2.8226, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0320
Epoch[227/1000] Learning-rate: 8e-05, Loss-Train: 2.6326, Loss-Test: 2.7948, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0200
Epoch[228/1000] Learning-rate: 8e-05, Loss-Train: 2.5989, Loss-Test: 2.7939, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0240
Epoch[229/1000] Learning-rate: 8e-05, Loss-Train: 2.5873, Loss-Test: 2.7803, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0240
Epoch[230/1000] Learning-rate: 8e-05, Loss-Train: 2.5535, Loss-Test: 2.7868, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0280
Epoch[231/1000] Learning-rate: 8e-05, Loss-Train: 2.5651, Loss-Test: 2.7589, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0200
Epoch[232/1000] Learning-rate: 8e-05, Loss-Train: 2.5205, Loss-Test: 2.7559, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0240
Epoch[233/1000] Learning-rate: 8e-05, Loss-Train: 2.5237, Loss-Test: 2.7418, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0240
Epoch[234/1000] Learning-rate: 8e-05, Loss-Train: 2.5298, Loss-Test: 2.7402, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0240
Epoch[235/1000] Learning-rate: 8e-05, Loss-Train: 2.5266, Loss-Test: 2.7247, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0280
Epoch[236/1000] Learning-rate: 8e-05, Loss-Train: 2.5048, Loss-Test: 2.7077, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0240
Epoch[237/1000] Learning-rate: 8e-05, Loss-Train: 2.4948, Loss-Test: 2.7006, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0200
Epoch[238/1000] Learning-rate: 8e-05, Loss-Train: 2.4942, Loss-Test: 2.7141, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0160
Epoch[239/1000] Learning-rate: 8e-05, Loss-Train: 2.4819, Loss-Test: 2.6934, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0200
Epoch[240/1000] Learning-rate: 8e-05, Loss-Train: 2.4946, Loss-Test: 2.6727, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0200
Epoch[241/1000] Learning-rate: 8e-05, Loss-Train: 2.5089, Loss-Test: 2.6694, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0200
Epoch[242/1000] Learning-rate: 8e-05, Loss-Train: 2.4833, Loss-Test: 2.6431, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0280
Epoch[243/1000] Learning-rate: 8e-05, Loss-Train: 2.4312, Loss-Test: 2.6383, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0240
Epoch[244/1000] Learning-rate: 8e-05, Loss-Train: 2.4587, Loss-Test: 2.6462, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0120
Epoch[245/1000] Learning-rate: 8e-05, Loss-Train: 2.4240, Loss-Test: 2.6305, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0200
Epoch[246/1000] Learning-rate: 8e-05, Loss-Train: 2.4328, Loss-Test: 2.6160, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0280
Epoch[247/1000] Learning-rate: 8e-05, Loss-Train: 2.4141, Loss-Test: 2.6029, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0200
Epoch[248/1000] Learning-rate: 8e-05, Loss-Train: 2.3991, Loss-Test: 2.5963, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0200
Epoch[249/1000] Learning-rate: 8e-05, Loss-Train: 2.3880, Loss-Test: 2.6013, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0200
Epoch[250/1000] Learning-rate: 8e-05, Loss-Train: 2.4103, Loss-Test: 2.5884, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0240
Epoch[251/1000] Learning-rate: 8e-05, Loss-Train: 2.3757, Loss-Test: 2.5697, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0200
Epoch[252/1000] Learning-rate: 8e-05, Loss-Train: 2.3685, Loss-Test: 2.5721, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0280
Epoch[253/1000] Learning-rate: 8e-05, Loss-Train: 2.3525, Loss-Test: 2.5658, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0400
Epoch[254/1000] Learning-rate: 8e-05, Loss-Train: 2.3566, Loss-Test: 2.5353, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0280
Epoch[255/1000] Learning-rate: 8e-05, Loss-Train: 2.3452, Loss-Test: 2.5533, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0360
Epoch[256/1000] Learning-rate: 8e-05, Loss-Train: 2.3589, Loss-Test: 2.5469, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0240
Epoch[257/1000] Learning-rate: 8e-05, Loss-Train: 2.3350, Loss-Test: 2.5307, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0360
Epoch[258/1000] Learning-rate: 8e-05, Loss-Train: 2.3186, Loss-Test: 2.5188, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0280
Epoch[259/1000] Learning-rate: 8e-05, Loss-Train: 2.3189, Loss-Test: 2.5321, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0440
Epoch[260/1000] Learning-rate: 8e-05, Loss-Train: 2.3010, Loss-Test: 2.4826, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0240
Epoch[261/1000] Learning-rate: 8e-05, Loss-Train: 2.3126, Loss-Test: 2.4928, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0280
Epoch[262/1000] Learning-rate: 8e-05, Loss-Train: 2.2897, Loss-Test: 2.4873, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0320
Epoch[263/1000] Learning-rate: 8e-05, Loss-Train: 2.2928, Loss-Test: 2.4867, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0440
Epoch[264/1000] Learning-rate: 8e-05, Loss-Train: 2.2937, Loss-Test: 2.4782, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0360
Epoch[265/1000] Learning-rate: 8e-05, Loss-Train: 2.2674, Loss-Test: 2.4645, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0320
Epoch[266/1000] Learning-rate: 8e-05, Loss-Train: 2.2667, Loss-Test: 2.4628, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0400
Epoch[267/1000] Learning-rate: 8e-05, Loss-Train: 2.2770, Loss-Test: 2.4669, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0360
Epoch[268/1000] Learning-rate: 8e-05, Loss-Train: 2.2392, Loss-Test: 2.4182, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0400
Epoch[269/1000] Learning-rate: 8e-05, Loss-Train: 2.2544, Loss-Test: 2.4269, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0320
Epoch[270/1000] Learning-rate: 8e-05, Loss-Train: 2.2400, Loss-Test: 2.4399, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0320
Epoch[271/1000] Learning-rate: 8e-05, Loss-Train: 2.2492, Loss-Test: 2.4341, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0480
Epoch[272/1000] Learning-rate: 8e-05, Loss-Train: 2.2349, Loss-Test: 2.4071, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0440
Epoch[273/1000] Learning-rate: 8e-05, Loss-Train: 2.2020, Loss-Test: 2.4190, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0240
Epoch[274/1000] Learning-rate: 8e-05, Loss-Train: 2.2211, Loss-Test: 2.4095, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0280
Epoch[275/1000] Learning-rate: 8e-05, Loss-Train: 2.2161, Loss-Test: 2.3915, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0320
Epoch[276/1000] Learning-rate: 8e-05, Loss-Train: 2.2200, Loss-Test: 2.3984, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0400
Epoch[277/1000] Learning-rate: 8e-05, Loss-Train: 2.1870, Loss-Test: 2.3742, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0320
Epoch[278/1000] Learning-rate: 8e-05, Loss-Train: 2.1721, Loss-Test: 2.3759, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0400
Epoch[279/1000] Learning-rate: 8e-05, Loss-Train: 2.1758, Loss-Test: 2.3575, Best-Accuracy-Train: 0.0333, Best-Accuracy-Test: 0.0360
Epoch[280/1000] Learning-rate: 8e-05, Loss-Train: 2.1772, Loss-Test: 2.3490, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0360
Epoch[281/1000] Learning-rate: 8e-05, Loss-Train: 2.1661, Loss-Test: 2.3596, Best-Accuracy-Train: 0.0360, Best-Accuracy-Test: 0.0320
Epoch[282/1000] Learning-rate: 8e-05, Loss-Train: 2.1648, Loss-Test: 2.3580, Best-Accuracy-Train: 0.0360, Best-Accuracy-Test: 0.0360
Epoch[283/1000] Learning-rate: 8e-05, Loss-Train: 2.1370, Loss-Test: 2.3319, Best-Accuracy-Train: 0.0373, Best-Accuracy-Test: 0.0320
Epoch[284/1000] Learning-rate: 8e-05, Loss-Train: 2.1441, Loss-Test: 2.3187, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0240
Epoch[285/1000] Learning-rate: 8e-05, Loss-Train: 2.1290, Loss-Test: 2.3210, Best-Accuracy-Train: 0.0360, Best-Accuracy-Test: 0.0280
Epoch[286/1000] Learning-rate: 8e-05, Loss-Train: 2.1194, Loss-Test: 2.3132, Best-Accuracy-Train: 0.0360, Best-Accuracy-Test: 0.0240
Epoch[287/1000] Learning-rate: 8e-05, Loss-Train: 2.1099, Loss-Test: 2.3059, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0320
Epoch[288/1000] Learning-rate: 8e-05, Loss-Train: 2.1071, Loss-Test: 2.2828, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0280
Epoch[289/1000] Learning-rate: 8e-05, Loss-Train: 2.1488, Loss-Test: 2.2935, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0400
Epoch[290/1000] Learning-rate: 8e-05, Loss-Train: 2.0940, Loss-Test: 2.2779, Best-Accuracy-Train: 0.0360, Best-Accuracy-Test: 0.0360
Epoch[291/1000] Learning-rate: 8e-05, Loss-Train: 2.0966, Loss-Test: 2.2816, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0280
Epoch[292/1000] Learning-rate: 8e-05, Loss-Train: 2.1052, Loss-Test: 2.2643, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0360
Epoch[293/1000] Learning-rate: 8e-05, Loss-Train: 2.0912, Loss-Test: 2.2919, Best-Accuracy-Train: 0.0360, Best-Accuracy-Test: 0.0280
Epoch[294/1000] Learning-rate: 8e-05, Loss-Train: 2.0784, Loss-Test: 2.2724, Best-Accuracy-Train: 0.0333, Best-Accuracy-Test: 0.0360
Epoch[295/1000] Learning-rate: 8e-05, Loss-Train: 2.0953, Loss-Test: 2.2569, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0320
Epoch[296/1000] Learning-rate: 8e-05, Loss-Train: 2.0930, Loss-Test: 2.2554, Best-Accuracy-Train: 0.0333, Best-Accuracy-Test: 0.0360
Epoch[297/1000] Learning-rate: 8e-05, Loss-Train: 2.0656, Loss-Test: 2.2448, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0320
Epoch[298/1000] Learning-rate: 8e-05, Loss-Train: 2.0615, Loss-Test: 2.2544, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0320
Epoch[299/1000] Learning-rate: 8e-05, Loss-Train: 2.0609, Loss-Test: 2.2251, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0400
Epoch[300/1000] Learning-rate: 8e-05, Loss-Train: 2.0343, Loss-Test: 2.2405, Best-Accuracy-Train: 0.0387, Best-Accuracy-Test: 0.0240
Epoch[301/1000] Learning-rate: 8e-05, Loss-Train: 2.0340, Loss-Test: 2.2093, Best-Accuracy-Train: 0.0493, Best-Accuracy-Test: 0.0320
Epoch[302/1000] Learning-rate: 8e-05, Loss-Train: 2.0323, Loss-Test: 2.2137, Best-Accuracy-Train: 0.0373, Best-Accuracy-Test: 0.0360
Epoch[303/1000] Learning-rate: 8e-05, Loss-Train: 2.0221, Loss-Test: 2.2018, Best-Accuracy-Train: 0.0493, Best-Accuracy-Test: 0.0440
Epoch[304/1000] Learning-rate: 8e-05, Loss-Train: 2.0326, Loss-Test: 2.2012, Best-Accuracy-Train: 0.0333, Best-Accuracy-Test: 0.0400
Epoch[305/1000] Learning-rate: 8e-05, Loss-Train: 2.0363, Loss-Test: 2.2112, Best-Accuracy-Train: 0.0493, Best-Accuracy-Test: 0.0400
Epoch[306/1000] Learning-rate: 8e-05, Loss-Train: 2.0309, Loss-Test: 2.1908, Best-Accuracy-Train: 0.0493, Best-Accuracy-Test: 0.0400
Epoch[307/1000] Learning-rate: 8e-05, Loss-Train: 2.0149, Loss-Test: 2.1949, Best-Accuracy-Train: 0.0373, Best-Accuracy-Test: 0.0400
Epoch[308/1000] Learning-rate: 8e-05, Loss-Train: 1.9959, Loss-Test: 2.1771, Best-Accuracy-Train: 0.0373, Best-Accuracy-Test: 0.0520
Epoch[309/1000] Learning-rate: 8e-05, Loss-Train: 1.9973, Loss-Test: 2.1743, Best-Accuracy-Train: 0.0413, Best-Accuracy-Test: 0.0400
Epoch[310/1000] Learning-rate: 8e-05, Loss-Train: 2.0125, Loss-Test: 2.1663, Best-Accuracy-Train: 0.0333, Best-Accuracy-Test: 0.0600
Epoch[311/1000] Learning-rate: 8e-05, Loss-Train: 1.9915, Loss-Test: 2.1836, Best-Accuracy-Train: 0.0413, Best-Accuracy-Test: 0.0360
Epoch[312/1000] Learning-rate: 8e-05, Loss-Train: 1.9736, Loss-Test: 2.1533, Best-Accuracy-Train: 0.0467, Best-Accuracy-Test: 0.0480
Epoch[313/1000] Learning-rate: 8e-05, Loss-Train: 1.9817, Loss-Test: 2.1744, Best-Accuracy-Train: 0.0480, Best-Accuracy-Test: 0.0560
Epoch[314/1000] Learning-rate: 8e-05, Loss-Train: 1.9918, Loss-Test: 2.1469, Best-Accuracy-Train: 0.0400, Best-Accuracy-Test: 0.0480
Epoch[315/1000] Learning-rate: 8e-05, Loss-Train: 1.9721, Loss-Test: 2.1331, Best-Accuracy-Train: 0.0480, Best-Accuracy-Test: 0.0480
Epoch[316/1000] Learning-rate: 8e-05, Loss-Train: 1.9687, Loss-Test: 2.1292, Best-Accuracy-Train: 0.0440, Best-Accuracy-Test: 0.0400
Epoch[317/1000] Learning-rate: 8e-05, Loss-Train: 1.9804, Loss-Test: 2.1408, Best-Accuracy-Train: 0.0427, Best-Accuracy-Test: 0.0480
Epoch[318/1000] Learning-rate: 8e-05, Loss-Train: 1.9532, Loss-Test: 2.1048, Best-Accuracy-Train: 0.0480, Best-Accuracy-Test: 0.0400
Epoch[319/1000] Learning-rate: 8e-05, Loss-Train: 1.9532, Loss-Test: 2.1341, Best-Accuracy-Train: 0.0453, Best-Accuracy-Test: 0.0360
Epoch[320/1000] Learning-rate: 8e-05, Loss-Train: 1.9363, Loss-Test: 2.0939, Best-Accuracy-Train: 0.0440, Best-Accuracy-Test: 0.0360
Epoch[321/1000] Learning-rate: 8e-05, Loss-Train: 1.9352, Loss-Test: 2.1112, Best-Accuracy-Train: 0.0507, Best-Accuracy-Test: 0.0480
Epoch[322/1000] Learning-rate: 8e-05, Loss-Train: 1.9247, Loss-Test: 2.1062, Best-Accuracy-Train: 0.0520, Best-Accuracy-Test: 0.0440
Epoch[323/1000] Learning-rate: 8e-05, Loss-Train: 1.9155, Loss-Test: 2.0984, Best-Accuracy-Train: 0.0533, Best-Accuracy-Test: 0.0280
Epoch[324/1000] Learning-rate: 8e-05, Loss-Train: 1.9366, Loss-Test: 2.1012, Best-Accuracy-Train: 0.0573, Best-Accuracy-Test: 0.0320
Epoch[325/1000] Learning-rate: 8e-05, Loss-Train: 1.9283, Loss-Test: 2.0773, Best-Accuracy-Train: 0.0587, Best-Accuracy-Test: 0.0400
Epoch[326/1000] Learning-rate: 8e-05, Loss-Train: 1.9127, Loss-Test: 2.0891, Best-Accuracy-Train: 0.0507, Best-Accuracy-Test: 0.0400
