Epoch[1/1000] Learning-rate: 5e-06, Loss-Train: 630.5683, Loss-Test: 654.7108, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0200
Epoch[164/1000] Learning-rate: 5e-06, Loss-Train: 486.9762, Loss-Test: 514.7302, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0000
Epoch[165/1000] Learning-rate: 5e-06, Loss-Train: 482.8506, Loss-Test: 510.5666, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0000
Epoch[166/1000] Learning-rate: 5e-06, Loss-Train: 478.1234, Loss-Test: 505.1326, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0000
Epoch[167/1000] Learning-rate: 5e-06, Loss-Train: 477.7421, Loss-Test: 501.4229, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0000
Epoch[168/1000] Learning-rate: 5e-06, Loss-Train: 471.7783, Loss-Test: 497.7703, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0000
Epoch[169/1000] Learning-rate: 5e-06, Loss-Train: 467.1370, Loss-Test: 493.0158, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0040
Epoch[170/1000] Learning-rate: 5e-06, Loss-Train: 462.9908, Loss-Test: 489.9719, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[171/1000] Learning-rate: 5e-06, Loss-Train: 458.2717, Loss-Test: 485.6233, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[172/1000] Learning-rate: 5e-06, Loss-Train: 454.5631, Loss-Test: 482.6895, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[173/1000] Learning-rate: 5e-06, Loss-Train: 449.9751, Loss-Test: 477.2977, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[174/1000] Learning-rate: 5e-06, Loss-Train: 444.6072, Loss-Test: 474.5192, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[175/1000] Learning-rate: 5e-06, Loss-Train: 439.8207, Loss-Test: 468.2110, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[176/1000] Learning-rate: 5e-06, Loss-Train: 437.5002, Loss-Test: 466.6144, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0120
Epoch[177/1000] Learning-rate: 5e-06, Loss-Train: 433.8486, Loss-Test: 462.0968, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0160
Epoch[178/1000] Learning-rate: 5e-06, Loss-Train: 428.0094, Loss-Test: 457.3562, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0160
Epoch[179/1000] Learning-rate: 5e-06, Loss-Train: 423.8241, Loss-Test: 454.5764, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0120
Epoch[180/1000] Learning-rate: 5e-06, Loss-Train: 420.2950, Loss-Test: 448.3118, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0120
Epoch[181/1000] Learning-rate: 5e-06, Loss-Train: 415.4490, Loss-Test: 444.5445, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0120
Epoch[182/1000] Learning-rate: 5e-06, Loss-Train: 410.4777, Loss-Test: 439.3698, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0120
Epoch[183/1000] Learning-rate: 5e-06, Loss-Train: 405.6475, Loss-Test: 435.9074, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0120
Epoch[184/1000] Learning-rate: 5e-06, Loss-Train: 400.7660, Loss-Test: 429.3735, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0120
Epoch[185/1000] Learning-rate: 5e-06, Loss-Train: 394.2481, Loss-Test: 425.3706, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0120
Epoch[186/1000] Learning-rate: 5e-06, Loss-Train: 388.5979, Loss-Test: 419.4027, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0120
Epoch[187/1000] Learning-rate: 5e-06, Loss-Train: 383.8045, Loss-Test: 416.8510, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0120
Epoch[188/1000] Learning-rate: 5e-06, Loss-Train: 379.5474, Loss-Test: 411.0686, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0120
Epoch[189/1000] Learning-rate: 5e-06, Loss-Train: 376.2244, Loss-Test: 405.6874, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0120
Epoch[190/1000] Learning-rate: 5e-06, Loss-Train: 369.0984, Loss-Test: 402.9629, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0120
Epoch[191/1000] Learning-rate: 5e-06, Loss-Train: 363.5027, Loss-Test: 396.9051, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0120
Epoch[192/1000] Learning-rate: 5e-06, Loss-Train: 358.6585, Loss-Test: 393.2288, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0120
Epoch[193/1000] Learning-rate: 5e-06, Loss-Train: 354.0677, Loss-Test: 388.6199, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0160
Epoch[194/1000] Learning-rate: 5e-06, Loss-Train: 349.6595, Loss-Test: 383.1476, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0200
Epoch[195/1000] Learning-rate: 5e-06, Loss-Train: 346.4318, Loss-Test: 378.1962, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0160
Epoch[196/1000] Learning-rate: 5e-06, Loss-Train: 344.4787, Loss-Test: 375.5094, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0160
Epoch[197/1000] Learning-rate: 5e-06, Loss-Train: 334.5367, Loss-Test: 371.5035, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0160
Epoch[198/1000] Learning-rate: 5e-06, Loss-Train: 332.5555, Loss-Test: 366.6268, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0160
Epoch[199/1000] Learning-rate: 5e-06, Loss-Train: 327.9036, Loss-Test: 363.0139, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0160
Epoch[200/1000] Learning-rate: 5e-06, Loss-Train: 323.5293, Loss-Test: 358.2510, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0160
Epoch[201/1000] Learning-rate: 5e-06, Loss-Train: 319.3467, Loss-Test: 353.8816, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0160
Epoch[202/1000] Learning-rate: 5e-06, Loss-Train: 314.4465, Loss-Test: 347.9221, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0160
Epoch[203/1000] Learning-rate: 5e-06, Loss-Train: 310.6333, Loss-Test: 347.2153, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0160
Epoch[204/1000] Learning-rate: 5e-06, Loss-Train: 308.0467, Loss-Test: 341.6814, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0160
Epoch[205/1000] Learning-rate: 5e-06, Loss-Train: 300.4619, Loss-Test: 338.4046, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0120
Epoch[206/1000] Learning-rate: 5e-06, Loss-Train: 297.2073, Loss-Test: 334.7944, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0160
Epoch[207/1000] Learning-rate: 5e-06, Loss-Train: 293.7266, Loss-Test: 331.9756, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0120
Epoch[208/1000] Learning-rate: 5e-06, Loss-Train: 293.3214, Loss-Test: 328.5893, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0120
Epoch[209/1000] Learning-rate: 5e-06, Loss-Train: 286.9142, Loss-Test: 324.8598, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0120
Epoch[210/1000] Learning-rate: 5e-06, Loss-Train: 283.5478, Loss-Test: 322.7285, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0120
Epoch[211/1000] Learning-rate: 5e-06, Loss-Train: 280.9482, Loss-Test: 318.3373, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0120
Epoch[212/1000] Learning-rate: 5e-06, Loss-Train: 277.2868, Loss-Test: 317.3717, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0120
Epoch[213/1000] Learning-rate: 5e-06, Loss-Train: 274.3263, Loss-Test: 312.8224, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[214/1000] Learning-rate: 5e-06, Loss-Train: 271.9503, Loss-Test: 311.6451, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[215/1000] Learning-rate: 5e-06, Loss-Train: 270.6156, Loss-Test: 308.7792, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0120
Epoch[216/1000] Learning-rate: 5e-06, Loss-Train: 264.9535, Loss-Test: 305.7452, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[217/1000] Learning-rate: 5e-06, Loss-Train: 264.7143, Loss-Test: 302.9570, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[218/1000] Learning-rate: 5e-06, Loss-Train: 264.4410, Loss-Test: 302.2343, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0080
Epoch[219/1000] Learning-rate: 5e-06, Loss-Train: 257.9838, Loss-Test: 300.0863, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[220/1000] Learning-rate: 5e-06, Loss-Train: 258.8929, Loss-Test: 298.1500, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[221/1000] Learning-rate: 5e-06, Loss-Train: 255.0867, Loss-Test: 294.3972, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[222/1000] Learning-rate: 5e-06, Loss-Train: 251.4022, Loss-Test: 294.7916, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[223/1000] Learning-rate: 5e-06, Loss-Train: 252.7909, Loss-Test: 291.7978, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[224/1000] Learning-rate: 5e-06, Loss-Train: 249.7810, Loss-Test: 288.9069, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[225/1000] Learning-rate: 5e-06, Loss-Train: 247.7298, Loss-Test: 288.1966, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[226/1000] Learning-rate: 5e-06, Loss-Train: 246.8977, Loss-Test: 285.6253, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[227/1000] Learning-rate: 5e-06, Loss-Train: 243.3429, Loss-Test: 283.2532, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[228/1000] Learning-rate: 5e-06, Loss-Train: 244.0559, Loss-Test: 283.6500, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[229/1000] Learning-rate: 5e-06, Loss-Train: 240.2449, Loss-Test: 281.7962, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[230/1000] Learning-rate: 5e-06, Loss-Train: 239.1086, Loss-Test: 279.6900, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[231/1000] Learning-rate: 5e-06, Loss-Train: 238.8421, Loss-Test: 279.7918, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[232/1000] Learning-rate: 5e-06, Loss-Train: 235.9567, Loss-Test: 278.0141, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[233/1000] Learning-rate: 5e-06, Loss-Train: 235.3110, Loss-Test: 276.9349, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[234/1000] Learning-rate: 5e-06, Loss-Train: 238.1011, Loss-Test: 275.2239, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[235/1000] Learning-rate: 5e-06, Loss-Train: 233.3070, Loss-Test: 272.7034, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[236/1000] Learning-rate: 5e-06, Loss-Train: 231.3093, Loss-Test: 273.2638, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[237/1000] Learning-rate: 5e-06, Loss-Train: 231.2677, Loss-Test: 272.9129, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[238/1000] Learning-rate: 5e-06, Loss-Train: 228.4339, Loss-Test: 270.8885, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[239/1000] Learning-rate: 5e-06, Loss-Train: 228.8318, Loss-Test: 268.7224, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[240/1000] Learning-rate: 5e-06, Loss-Train: 227.0322, Loss-Test: 268.9891, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[241/1000] Learning-rate: 5e-06, Loss-Train: 224.9725, Loss-Test: 266.5855, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[242/1000] Learning-rate: 5e-06, Loss-Train: 224.9687, Loss-Test: 266.7765, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0120
Epoch[243/1000] Learning-rate: 5e-06, Loss-Train: 225.5237, Loss-Test: 264.9495, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[244/1000] Learning-rate: 5e-06, Loss-Train: 224.3190, Loss-Test: 264.4843, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[245/1000] Learning-rate: 5e-06, Loss-Train: 223.4236, Loss-Test: 261.9252, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[246/1000] Learning-rate: 5e-06, Loss-Train: 221.8718, Loss-Test: 260.6526, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[247/1000] Learning-rate: 5e-06, Loss-Train: 220.4953, Loss-Test: 260.8455, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0120
Epoch[248/1000] Learning-rate: 5e-06, Loss-Train: 218.4567, Loss-Test: 258.8032, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0080
Epoch[249/1000] Learning-rate: 5e-06, Loss-Train: 218.1483, Loss-Test: 256.8762, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[250/1000] Learning-rate: 5e-06, Loss-Train: 217.3598, Loss-Test: 255.8344, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[251/1000] Learning-rate: 5e-06, Loss-Train: 216.0199, Loss-Test: 254.3176, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[252/1000] Learning-rate: 5e-06, Loss-Train: 215.9964, Loss-Test: 254.0721, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[253/1000] Learning-rate: 5e-06, Loss-Train: 212.7302, Loss-Test: 254.4072, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[254/1000] Learning-rate: 5e-06, Loss-Train: 216.5901, Loss-Test: 252.5114, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[255/1000] Learning-rate: 5e-06, Loss-Train: 212.8673, Loss-Test: 251.9960, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[256/1000] Learning-rate: 5e-06, Loss-Train: 210.9464, Loss-Test: 250.7236, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0120
Epoch[257/1000] Learning-rate: 5e-06, Loss-Train: 210.4287, Loss-Test: 247.1005, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0120
Epoch[258/1000] Learning-rate: 5e-06, Loss-Train: 208.4671, Loss-Test: 247.6670, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0160
Epoch[259/1000] Learning-rate: 5e-06, Loss-Train: 206.7327, Loss-Test: 248.1335, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0120
Epoch[260/1000] Learning-rate: 5e-06, Loss-Train: 207.5472, Loss-Test: 244.3036, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0120
Epoch[261/1000] Learning-rate: 5e-06, Loss-Train: 204.8735, Loss-Test: 244.2526, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0160
Epoch[262/1000] Learning-rate: 5e-06, Loss-Train: 204.5962, Loss-Test: 241.8802, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0120
Epoch[263/1000] Learning-rate: 5e-06, Loss-Train: 202.6097, Loss-Test: 241.0375, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0120
Epoch[264/1000] Learning-rate: 5e-06, Loss-Train: 202.0245, Loss-Test: 238.8750, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0120
Epoch[265/1000] Learning-rate: 5e-06, Loss-Train: 202.2189, Loss-Test: 238.6510, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0160
Epoch[266/1000] Learning-rate: 5e-06, Loss-Train: 201.1996, Loss-Test: 239.1550, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0160
Epoch[267/1000] Learning-rate: 5e-06, Loss-Train: 201.5708, Loss-Test: 237.6045, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0120
Epoch[268/1000] Learning-rate: 5e-06, Loss-Train: 198.2971, Loss-Test: 234.4074, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0120
Epoch[269/1000] Learning-rate: 5e-06, Loss-Train: 196.9067, Loss-Test: 232.8457, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0160
Epoch[270/1000] Learning-rate: 5e-06, Loss-Train: 197.5817, Loss-Test: 232.7799, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0120
Epoch[271/1000] Learning-rate: 5e-06, Loss-Train: 194.6447, Loss-Test: 231.3976, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0120
Epoch[272/1000] Learning-rate: 5e-06, Loss-Train: 193.5569, Loss-Test: 231.0259, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0120
Epoch[273/1000] Learning-rate: 5e-06, Loss-Train: 194.8057, Loss-Test: 226.5574, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[274/1000] Learning-rate: 5e-06, Loss-Train: 191.1518, Loss-Test: 227.0923, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0160
Epoch[275/1000] Learning-rate: 5e-06, Loss-Train: 188.8280, Loss-Test: 226.0731, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0120
Epoch[276/1000] Learning-rate: 5e-06, Loss-Train: 189.5495, Loss-Test: 224.4459, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0040
Epoch[277/1000] Learning-rate: 5e-06, Loss-Train: 189.4798, Loss-Test: 221.2195, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[278/1000] Learning-rate: 5e-06, Loss-Train: 186.6098, Loss-Test: 220.8592, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[279/1000] Learning-rate: 5e-06, Loss-Train: 185.5694, Loss-Test: 217.6577, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0040
Epoch[280/1000] Learning-rate: 5e-06, Loss-Train: 185.1981, Loss-Test: 219.2013, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[281/1000] Learning-rate: 5e-06, Loss-Train: 181.7849, Loss-Test: 216.5960, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[282/1000] Learning-rate: 5e-06, Loss-Train: 181.1050, Loss-Test: 214.5982, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0040
Epoch[283/1000] Learning-rate: 5e-06, Loss-Train: 181.5684, Loss-Test: 211.8053, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[284/1000] Learning-rate: 5e-06, Loss-Train: 177.6749, Loss-Test: 210.5094, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0040
Epoch[285/1000] Learning-rate: 5e-06, Loss-Train: 177.6974, Loss-Test: 208.6857, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0040
Epoch[286/1000] Learning-rate: 5e-06, Loss-Train: 174.8275, Loss-Test: 208.1592, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[287/1000] Learning-rate: 5e-06, Loss-Train: 175.1190, Loss-Test: 205.8241, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0040
Epoch[288/1000] Learning-rate: 5e-06, Loss-Train: 173.6274, Loss-Test: 205.3595, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0040
Epoch[289/1000] Learning-rate: 5e-06, Loss-Train: 173.0057, Loss-Test: 203.8329, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0080
Epoch[290/1000] Learning-rate: 5e-06, Loss-Train: 171.8544, Loss-Test: 200.7910, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0120
Epoch[291/1000] Learning-rate: 5e-06, Loss-Train: 171.2357, Loss-Test: 198.7201, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[292/1000] Learning-rate: 5e-06, Loss-Train: 168.2753, Loss-Test: 197.6204, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[293/1000] Learning-rate: 5e-06, Loss-Train: 168.4579, Loss-Test: 194.6983, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[294/1000] Learning-rate: 5e-06, Loss-Train: 165.3804, Loss-Test: 194.4963, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[295/1000] Learning-rate: 5e-06, Loss-Train: 165.0502, Loss-Test: 192.7191, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[296/1000] Learning-rate: 5e-06, Loss-Train: 162.4555, Loss-Test: 190.3709, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0120
Epoch[297/1000] Learning-rate: 5e-06, Loss-Train: 160.4118, Loss-Test: 188.0753, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0120
Epoch[298/1000] Learning-rate: 5e-06, Loss-Train: 158.8021, Loss-Test: 186.0193, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[299/1000] Learning-rate: 5e-06, Loss-Train: 157.9657, Loss-Test: 185.8535, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[300/1000] Learning-rate: 5e-06, Loss-Train: 156.7482, Loss-Test: 184.8245, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0040
Epoch[301/1000] Learning-rate: 5e-06, Loss-Train: 155.6600, Loss-Test: 182.2388, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[302/1000] Learning-rate: 5e-06, Loss-Train: 151.7885, Loss-Test: 178.6717, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0040
Epoch[303/1000] Learning-rate: 5e-06, Loss-Train: 151.6497, Loss-Test: 177.5582, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[304/1000] Learning-rate: 5e-06, Loss-Train: 151.0370, Loss-Test: 176.1685, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[305/1000] Learning-rate: 5e-06, Loss-Train: 148.3087, Loss-Test: 173.1652, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[306/1000] Learning-rate: 5e-06, Loss-Train: 146.3247, Loss-Test: 171.7998, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[307/1000] Learning-rate: 5e-06, Loss-Train: 144.4603, Loss-Test: 169.1255, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[308/1000] Learning-rate: 5e-06, Loss-Train: 143.2598, Loss-Test: 168.5354, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[309/1000] Learning-rate: 5e-06, Loss-Train: 141.9566, Loss-Test: 166.1176, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[310/1000] Learning-rate: 5e-06, Loss-Train: 139.3242, Loss-Test: 163.3653, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[311/1000] Learning-rate: 5e-06, Loss-Train: 140.0656, Loss-Test: 162.5074, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[312/1000] Learning-rate: 5e-06, Loss-Train: 136.8393, Loss-Test: 159.1252, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[313/1000] Learning-rate: 5e-06, Loss-Train: 135.6170, Loss-Test: 157.3468, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0120
Epoch[314/1000] Learning-rate: 5e-06, Loss-Train: 133.4202, Loss-Test: 155.7725, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[315/1000] Learning-rate: 5e-06, Loss-Train: 133.1701, Loss-Test: 152.7448, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[316/1000] Learning-rate: 5e-06, Loss-Train: 129.9956, Loss-Test: 151.9892, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[317/1000] Learning-rate: 5e-06, Loss-Train: 128.4452, Loss-Test: 149.3177, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0120
Epoch[318/1000] Learning-rate: 5e-06, Loss-Train: 126.8421, Loss-Test: 146.5070, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[319/1000] Learning-rate: 5e-06, Loss-Train: 124.7045, Loss-Test: 145.2145, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[320/1000] Learning-rate: 5e-06, Loss-Train: 123.2824, Loss-Test: 142.6910, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0120
Epoch[321/1000] Learning-rate: 5e-06, Loss-Train: 121.7348, Loss-Test: 140.4252, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0120
Epoch[322/1000] Learning-rate: 5e-06, Loss-Train: 120.3714, Loss-Test: 138.8370, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0120
Epoch[323/1000] Learning-rate: 5e-06, Loss-Train: 118.4361, Loss-Test: 136.8771, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0120
Epoch[324/1000] Learning-rate: 5e-06, Loss-Train: 116.8439, Loss-Test: 134.5372, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[325/1000] Learning-rate: 5e-06, Loss-Train: 114.9597, Loss-Test: 132.4344, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[326/1000] Learning-rate: 5e-06, Loss-Train: 113.1365, Loss-Test: 131.2754, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
