Epoch[1/1000] Learning-rate: 1e-05, Loss-Train: 630.1304, Loss-Test: 654.4028, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0040
Epoch[164/1000] Learning-rate: 1e-05, Loss-Train: 85.6452, Loss-Test: 94.1660, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0120
Epoch[165/1000] Learning-rate: 1e-05, Loss-Train: 82.0734, Loss-Test: 90.2588, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[166/1000] Learning-rate: 1e-05, Loss-Train: 79.2224, Loss-Test: 86.1620, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[167/1000] Learning-rate: 1e-05, Loss-Train: 76.2003, Loss-Test: 82.5845, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0120
Epoch[168/1000] Learning-rate: 1e-05, Loss-Train: 73.3925, Loss-Test: 79.2323, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0160
Epoch[169/1000] Learning-rate: 1e-05, Loss-Train: 70.4599, Loss-Test: 76.2258, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0280
Epoch[170/1000] Learning-rate: 1e-05, Loss-Train: 67.9437, Loss-Test: 72.6159, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0280
Epoch[171/1000] Learning-rate: 1e-05, Loss-Train: 65.3800, Loss-Test: 70.2844, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0160
Epoch[172/1000] Learning-rate: 1e-05, Loss-Train: 63.0579, Loss-Test: 66.6991, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0120
Epoch[173/1000] Learning-rate: 1e-05, Loss-Train: 60.3304, Loss-Test: 64.0923, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0240
Epoch[174/1000] Learning-rate: 1e-05, Loss-Train: 57.8960, Loss-Test: 61.2511, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0080
Epoch[175/1000] Learning-rate: 1e-05, Loss-Train: 55.7630, Loss-Test: 58.6926, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0080
Epoch[176/1000] Learning-rate: 1e-05, Loss-Train: 53.9557, Loss-Test: 56.2499, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0120
Epoch[177/1000] Learning-rate: 1e-05, Loss-Train: 51.6305, Loss-Test: 53.7993, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0160
Epoch[178/1000] Learning-rate: 1e-05, Loss-Train: 49.4990, Loss-Test: 51.6947, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0160
Epoch[179/1000] Learning-rate: 1e-05, Loss-Train: 47.8884, Loss-Test: 49.6086, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0160
Epoch[180/1000] Learning-rate: 1e-05, Loss-Train: 46.3279, Loss-Test: 47.5048, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0160
Epoch[181/1000] Learning-rate: 1e-05, Loss-Train: 44.7319, Loss-Test: 45.6901, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0280
Epoch[182/1000] Learning-rate: 1e-05, Loss-Train: 42.9541, Loss-Test: 44.2126, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0200
Epoch[183/1000] Learning-rate: 1e-05, Loss-Train: 41.6665, Loss-Test: 42.3853, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0320
Epoch[184/1000] Learning-rate: 1e-05, Loss-Train: 40.2728, Loss-Test: 40.8045, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0240
Epoch[185/1000] Learning-rate: 1e-05, Loss-Train: 39.1886, Loss-Test: 39.1140, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0200
Epoch[186/1000] Learning-rate: 1e-05, Loss-Train: 37.9513, Loss-Test: 37.9879, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0160
Epoch[187/1000] Learning-rate: 1e-05, Loss-Train: 36.4851, Loss-Test: 36.4641, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0080
Epoch[188/1000] Learning-rate: 1e-05, Loss-Train: 35.4627, Loss-Test: 35.3119, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0120
Epoch[189/1000] Learning-rate: 1e-05, Loss-Train: 34.3755, Loss-Test: 34.3517, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0200
Epoch[190/1000] Learning-rate: 1e-05, Loss-Train: 33.6835, Loss-Test: 32.9990, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0200
Epoch[191/1000] Learning-rate: 1e-05, Loss-Train: 32.7642, Loss-Test: 32.0404, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0200
Epoch[192/1000] Learning-rate: 1e-05, Loss-Train: 31.9357, Loss-Test: 31.2230, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0320
Epoch[193/1000] Learning-rate: 1e-05, Loss-Train: 31.4826, Loss-Test: 30.2730, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0240
Epoch[194/1000] Learning-rate: 1e-05, Loss-Train: 30.4339, Loss-Test: 29.6734, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0200
Epoch[195/1000] Learning-rate: 1e-05, Loss-Train: 29.8035, Loss-Test: 28.6850, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0200
Epoch[196/1000] Learning-rate: 1e-05, Loss-Train: 29.2836, Loss-Test: 27.9131, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0240
Epoch[197/1000] Learning-rate: 1e-05, Loss-Train: 28.4854, Loss-Test: 27.3941, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0200
Epoch[198/1000] Learning-rate: 1e-05, Loss-Train: 28.1175, Loss-Test: 26.9617, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0120
Epoch[199/1000] Learning-rate: 1e-05, Loss-Train: 27.5255, Loss-Test: 26.2276, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0120
Epoch[200/1000] Learning-rate: 1e-05, Loss-Train: 27.2958, Loss-Test: 25.5917, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0200
Epoch[201/1000] Learning-rate: 1e-05, Loss-Train: 26.5310, Loss-Test: 25.1141, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0200
Epoch[202/1000] Learning-rate: 1e-05, Loss-Train: 26.1403, Loss-Test: 24.6074, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0240
Epoch[203/1000] Learning-rate: 1e-05, Loss-Train: 25.7190, Loss-Test: 24.2904, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0240
Epoch[204/1000] Learning-rate: 1e-05, Loss-Train: 25.4343, Loss-Test: 23.7688, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0200
Epoch[205/1000] Learning-rate: 1e-05, Loss-Train: 25.1448, Loss-Test: 23.3948, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0120
Epoch[206/1000] Learning-rate: 1e-05, Loss-Train: 24.7500, Loss-Test: 22.9503, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0160
Epoch[207/1000] Learning-rate: 1e-05, Loss-Train: 24.3983, Loss-Test: 22.6740, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0200
Epoch[208/1000] Learning-rate: 1e-05, Loss-Train: 23.9785, Loss-Test: 22.3096, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0240
Epoch[209/1000] Learning-rate: 1e-05, Loss-Train: 23.8028, Loss-Test: 21.9962, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0280
Epoch[210/1000] Learning-rate: 1e-05, Loss-Train: 23.4330, Loss-Test: 21.6826, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0200
Epoch[211/1000] Learning-rate: 1e-05, Loss-Train: 23.1381, Loss-Test: 21.3910, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0240
Epoch[212/1000] Learning-rate: 1e-05, Loss-Train: 22.9135, Loss-Test: 21.0760, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0280
Epoch[213/1000] Learning-rate: 1e-05, Loss-Train: 22.6043, Loss-Test: 20.8754, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0240
Epoch[214/1000] Learning-rate: 1e-05, Loss-Train: 22.5421, Loss-Test: 20.7084, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0200
Epoch[215/1000] Learning-rate: 1e-05, Loss-Train: 22.3596, Loss-Test: 20.4116, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0160
Epoch[216/1000] Learning-rate: 1e-05, Loss-Train: 22.0503, Loss-Test: 20.1165, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0160
Epoch[217/1000] Learning-rate: 1e-05, Loss-Train: 21.8459, Loss-Test: 19.8785, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0160
Epoch[218/1000] Learning-rate: 1e-05, Loss-Train: 21.6582, Loss-Test: 19.6484, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0080
Epoch[219/1000] Learning-rate: 1e-05, Loss-Train: 21.4391, Loss-Test: 19.4074, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0080
Epoch[220/1000] Learning-rate: 1e-05, Loss-Train: 21.4615, Loss-Test: 19.2455, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0120
Epoch[221/1000] Learning-rate: 1e-05, Loss-Train: 20.9856, Loss-Test: 19.0905, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0120
Epoch[222/1000] Learning-rate: 1e-05, Loss-Train: 20.8463, Loss-Test: 18.8913, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0120
Epoch[223/1000] Learning-rate: 1e-05, Loss-Train: 20.6969, Loss-Test: 18.6474, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0120
Epoch[224/1000] Learning-rate: 1e-05, Loss-Train: 20.3803, Loss-Test: 18.5982, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0160
Epoch[225/1000] Learning-rate: 1e-05, Loss-Train: 20.2184, Loss-Test: 18.3825, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0080
Epoch[226/1000] Learning-rate: 1e-05, Loss-Train: 20.1308, Loss-Test: 18.2484, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0080
Epoch[227/1000] Learning-rate: 1e-05, Loss-Train: 20.0254, Loss-Test: 18.0040, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0160
Epoch[228/1000] Learning-rate: 1e-05, Loss-Train: 19.7694, Loss-Test: 17.8807, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0080
Epoch[229/1000] Learning-rate: 1e-05, Loss-Train: 19.5973, Loss-Test: 17.6548, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0160
Epoch[230/1000] Learning-rate: 1e-05, Loss-Train: 19.4367, Loss-Test: 17.7046, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0240
Epoch[231/1000] Learning-rate: 1e-05, Loss-Train: 19.5015, Loss-Test: 17.5172, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0200
Epoch[232/1000] Learning-rate: 1e-05, Loss-Train: 19.2819, Loss-Test: 17.4023, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0200
Epoch[233/1000] Learning-rate: 1e-05, Loss-Train: 19.1449, Loss-Test: 17.2386, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0240
Epoch[234/1000] Learning-rate: 1e-05, Loss-Train: 18.9504, Loss-Test: 16.9984, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0160
Epoch[235/1000] Learning-rate: 1e-05, Loss-Train: 18.6884, Loss-Test: 16.9479, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0200
Epoch[236/1000] Learning-rate: 1e-05, Loss-Train: 18.6180, Loss-Test: 16.7650, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0240
Epoch[237/1000] Learning-rate: 1e-05, Loss-Train: 18.5569, Loss-Test: 16.7559, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0160
Epoch[238/1000] Learning-rate: 1e-05, Loss-Train: 18.4271, Loss-Test: 16.5880, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0160
Epoch[239/1000] Learning-rate: 1e-05, Loss-Train: 18.1291, Loss-Test: 16.4093, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0160
Epoch[240/1000] Learning-rate: 1e-05, Loss-Train: 18.0391, Loss-Test: 16.2813, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0160
Epoch[241/1000] Learning-rate: 1e-05, Loss-Train: 17.9193, Loss-Test: 16.2176, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0120
Epoch[242/1000] Learning-rate: 1e-05, Loss-Train: 17.8696, Loss-Test: 16.1886, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0160
Epoch[243/1000] Learning-rate: 1e-05, Loss-Train: 17.7418, Loss-Test: 15.9930, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0120
Epoch[244/1000] Learning-rate: 1e-05, Loss-Train: 17.5736, Loss-Test: 15.8261, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0120
Epoch[245/1000] Learning-rate: 1e-05, Loss-Train: 17.4917, Loss-Test: 15.8417, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0080
Epoch[246/1000] Learning-rate: 1e-05, Loss-Train: 17.3386, Loss-Test: 15.6606, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0160
Epoch[247/1000] Learning-rate: 1e-05, Loss-Train: 17.3366, Loss-Test: 15.5442, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0200
Epoch[248/1000] Learning-rate: 1e-05, Loss-Train: 17.2633, Loss-Test: 15.4264, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0120
Epoch[249/1000] Learning-rate: 1e-05, Loss-Train: 16.9909, Loss-Test: 15.4046, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0160
Epoch[250/1000] Learning-rate: 1e-05, Loss-Train: 16.9932, Loss-Test: 15.1630, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0160
Epoch[251/1000] Learning-rate: 1e-05, Loss-Train: 16.8257, Loss-Test: 15.1364, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0160
Epoch[252/1000] Learning-rate: 1e-05, Loss-Train: 16.7283, Loss-Test: 15.0620, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0160
Epoch[253/1000] Learning-rate: 1e-05, Loss-Train: 16.5909, Loss-Test: 14.8919, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0160
Epoch[254/1000] Learning-rate: 1e-05, Loss-Train: 16.4594, Loss-Test: 14.7952, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0200
Epoch[255/1000] Learning-rate: 1e-05, Loss-Train: 16.3347, Loss-Test: 14.7197, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0080
Epoch[256/1000] Learning-rate: 1e-05, Loss-Train: 16.1416, Loss-Test: 14.6725, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0080
Epoch[257/1000] Learning-rate: 1e-05, Loss-Train: 16.0595, Loss-Test: 14.5150, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0080
Epoch[258/1000] Learning-rate: 1e-05, Loss-Train: 16.0024, Loss-Test: 14.5181, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0080
Epoch[259/1000] Learning-rate: 1e-05, Loss-Train: 15.9832, Loss-Test: 14.3754, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0080
Epoch[260/1000] Learning-rate: 1e-05, Loss-Train: 15.8689, Loss-Test: 14.2731, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0080
Epoch[261/1000] Learning-rate: 1e-05, Loss-Train: 15.7132, Loss-Test: 14.2623, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0120
Epoch[262/1000] Learning-rate: 1e-05, Loss-Train: 15.5665, Loss-Test: 14.1218, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0160
Epoch[263/1000] Learning-rate: 1e-05, Loss-Train: 15.5645, Loss-Test: 13.9696, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0200
Epoch[264/1000] Learning-rate: 1e-05, Loss-Train: 15.3558, Loss-Test: 13.9334, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0320
Epoch[265/1000] Learning-rate: 1e-05, Loss-Train: 15.2672, Loss-Test: 13.9344, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0200
Epoch[266/1000] Learning-rate: 1e-05, Loss-Train: 15.2227, Loss-Test: 13.8205, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0200
Epoch[267/1000] Learning-rate: 1e-05, Loss-Train: 15.0252, Loss-Test: 13.6699, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0200
Epoch[268/1000] Learning-rate: 1e-05, Loss-Train: 14.9543, Loss-Test: 13.6328, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0240
Epoch[269/1000] Learning-rate: 1e-05, Loss-Train: 14.9282, Loss-Test: 13.5147, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0280
Epoch[270/1000] Learning-rate: 1e-05, Loss-Train: 14.7137, Loss-Test: 13.4151, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0280
Epoch[271/1000] Learning-rate: 1e-05, Loss-Train: 14.7254, Loss-Test: 13.3512, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0200
Epoch[272/1000] Learning-rate: 1e-05, Loss-Train: 14.5839, Loss-Test: 13.2656, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0200
Epoch[273/1000] Learning-rate: 1e-05, Loss-Train: 14.5631, Loss-Test: 13.2119, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0280
Epoch[274/1000] Learning-rate: 1e-05, Loss-Train: 14.3501, Loss-Test: 13.1206, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0280
Epoch[275/1000] Learning-rate: 1e-05, Loss-Train: 14.3254, Loss-Test: 13.1646, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0240
Epoch[276/1000] Learning-rate: 1e-05, Loss-Train: 14.3291, Loss-Test: 13.0671, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0280
Epoch[277/1000] Learning-rate: 1e-05, Loss-Train: 14.0505, Loss-Test: 12.9670, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0200
Epoch[278/1000] Learning-rate: 1e-05, Loss-Train: 14.0994, Loss-Test: 12.8851, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0240
Epoch[279/1000] Learning-rate: 1e-05, Loss-Train: 14.0545, Loss-Test: 12.7769, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0240
Epoch[280/1000] Learning-rate: 1e-05, Loss-Train: 13.8942, Loss-Test: 12.8259, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0200
Epoch[281/1000] Learning-rate: 1e-05, Loss-Train: 13.8573, Loss-Test: 12.7653, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0200
Epoch[282/1000] Learning-rate: 1e-05, Loss-Train: 13.6692, Loss-Test: 12.6424, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0240
Epoch[283/1000] Learning-rate: 1e-05, Loss-Train: 13.7082, Loss-Test: 12.5519, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0200
Epoch[284/1000] Learning-rate: 1e-05, Loss-Train: 13.5745, Loss-Test: 12.5265, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0280
Epoch[285/1000] Learning-rate: 1e-05, Loss-Train: 13.5038, Loss-Test: 12.3235, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0200
Epoch[286/1000] Learning-rate: 1e-05, Loss-Train: 13.4072, Loss-Test: 12.4003, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0160
Epoch[287/1000] Learning-rate: 1e-05, Loss-Train: 13.3616, Loss-Test: 12.3500, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0200
Epoch[288/1000] Learning-rate: 1e-05, Loss-Train: 13.3199, Loss-Test: 12.2126, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0160
Epoch[289/1000] Learning-rate: 1e-05, Loss-Train: 13.2856, Loss-Test: 12.2183, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0240
Epoch[290/1000] Learning-rate: 1e-05, Loss-Train: 13.1361, Loss-Test: 12.1128, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0160
Epoch[291/1000] Learning-rate: 1e-05, Loss-Train: 13.0410, Loss-Test: 12.0642, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0120
Epoch[292/1000] Learning-rate: 1e-05, Loss-Train: 12.9202, Loss-Test: 11.9789, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0120
Epoch[293/1000] Learning-rate: 1e-05, Loss-Train: 12.8943, Loss-Test: 11.9690, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0120
Epoch[294/1000] Learning-rate: 1e-05, Loss-Train: 12.8632, Loss-Test: 11.9412, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0080
Epoch[295/1000] Learning-rate: 1e-05, Loss-Train: 12.7820, Loss-Test: 11.8171, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0080
Epoch[296/1000] Learning-rate: 1e-05, Loss-Train: 12.6660, Loss-Test: 11.7656, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0120
Epoch[297/1000] Learning-rate: 1e-05, Loss-Train: 12.5766, Loss-Test: 11.7442, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0120
Epoch[298/1000] Learning-rate: 1e-05, Loss-Train: 12.6576, Loss-Test: 11.6559, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0200
Epoch[299/1000] Learning-rate: 1e-05, Loss-Train: 12.5879, Loss-Test: 11.6451, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0160
Epoch[300/1000] Learning-rate: 1e-05, Loss-Train: 12.3875, Loss-Test: 11.5452, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0120
Epoch[301/1000] Learning-rate: 1e-05, Loss-Train: 12.3272, Loss-Test: 11.5846, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0160
Epoch[302/1000] Learning-rate: 1e-05, Loss-Train: 12.2829, Loss-Test: 11.4348, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0280
Epoch[303/1000] Learning-rate: 1e-05, Loss-Train: 12.3042, Loss-Test: 11.3617, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0240
Epoch[304/1000] Learning-rate: 1e-05, Loss-Train: 12.2127, Loss-Test: 11.4362, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0280
Epoch[305/1000] Learning-rate: 1e-05, Loss-Train: 12.2070, Loss-Test: 11.3271, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0200
Epoch[306/1000] Learning-rate: 1e-05, Loss-Train: 12.0695, Loss-Test: 11.2742, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0160
Epoch[307/1000] Learning-rate: 1e-05, Loss-Train: 12.0341, Loss-Test: 11.2305, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0240
Epoch[308/1000] Learning-rate: 1e-05, Loss-Train: 11.9173, Loss-Test: 11.1043, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0160
Epoch[309/1000] Learning-rate: 1e-05, Loss-Train: 11.8660, Loss-Test: 11.1142, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0200
Epoch[310/1000] Learning-rate: 1e-05, Loss-Train: 11.9012, Loss-Test: 11.1284, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0120
Epoch[311/1000] Learning-rate: 1e-05, Loss-Train: 11.8152, Loss-Test: 11.1359, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0160
Epoch[312/1000] Learning-rate: 1e-05, Loss-Train: 11.6361, Loss-Test: 11.0385, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0200
Epoch[313/1000] Learning-rate: 1e-05, Loss-Train: 11.7469, Loss-Test: 11.0202, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0240
Epoch[314/1000] Learning-rate: 1e-05, Loss-Train: 11.6086, Loss-Test: 10.9262, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0200
Epoch[315/1000] Learning-rate: 1e-05, Loss-Train: 11.6338, Loss-Test: 10.8883, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0200
Epoch[316/1000] Learning-rate: 1e-05, Loss-Train: 11.4620, Loss-Test: 10.8438, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0200
Epoch[317/1000] Learning-rate: 1e-05, Loss-Train: 11.4349, Loss-Test: 10.7282, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0200
Epoch[318/1000] Learning-rate: 1e-05, Loss-Train: 11.4048, Loss-Test: 10.8245, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0240
Epoch[319/1000] Learning-rate: 1e-05, Loss-Train: 11.3090, Loss-Test: 10.6641, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0280
Epoch[320/1000] Learning-rate: 1e-05, Loss-Train: 11.4042, Loss-Test: 10.6758, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0320
Epoch[321/1000] Learning-rate: 1e-05, Loss-Train: 11.2758, Loss-Test: 10.6413, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0280
Epoch[322/1000] Learning-rate: 1e-05, Loss-Train: 11.1833, Loss-Test: 10.5808, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0320
Epoch[323/1000] Learning-rate: 1e-05, Loss-Train: 11.1828, Loss-Test: 10.5393, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0280
Epoch[324/1000] Learning-rate: 1e-05, Loss-Train: 11.1488, Loss-Test: 10.4519, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0320
Epoch[325/1000] Learning-rate: 1e-05, Loss-Train: 11.0720, Loss-Test: 10.4673, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0320
Epoch[326/1000] Learning-rate: 1e-05, Loss-Train: 11.0196, Loss-Test: 10.4730, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0360
